,u
383,0.0575751162044872
384,0.0820767120701315
385,0.0908843718412738
386,0.0815523818768568
387,0.0159414463448955
388,0.06288984390617
389,0.0398434258619677
390,0.0062712952023345
391,0.0424032251889842
392,0.0258684066889407
393,0.084903830842851
394,0.0033304626546696
395,0.0958982721863473
396,0.0355368848471929
397,0.0356706890402542
398,0.0016328502683707
399,0.0185232325236183
400,0.0401259500803608
401,0.0929291417302713
402,0.0099614930221271
403,0.0945301533479079
404,0.0869488530546632
405,0.0454162396907551
406,0.032670088176826
407,0.0232744129279056
408,0.0614464706476874
409,0.0033074591475505
410,0.0015606064446828
411,0.0428795722498237
412,0.006807407397472
413,0.0251940988246092
414,0.0221160915346083
415,0.0253191193722851
416,0.0131055231215257
417,0.0012036222897654
418,0.0115484297138748
419,0.0618480259512747
420,0.097425621281805
421,0.0990345001560893
422,0.0409054095373061
423,0.0162954426046605
424,0.0638761757366529
425,0.0490305346548737
426,0.0989409777284431
427,0.006530420715178
428,0.0783234438313813
429,0.0288398497331493
430,0.0241418620076574
431,0.0662504571532675
432,0.0246063184990964
433,0.0665859117559187
434,0.0517308517202288
435,0.0424088988435849
436,0.0554687808661419
437,0.0287051519919629
438,0.0706574706272979
439,0.0414856869333564
440,0.0360545560485892
441,0.0828656914555737
442,0.0924966911953192
443,0.0046007310887296
444,0.0232626992829765
445,0.0348519369492563
446,0.0814966479370247
447,0.0985491427643297
448,0.0968971704670351
449,0.0904948345549926
450,0.0296556265064029
451,0.0992011243414474
452,0.0249420041056451
453,0.0105906154882232
454,0.0950952611055394
455,0.0233420255468096
456,0.068976826507775
457,0.0058356358980588
458,0.0730709099127476
459,0.0881720212333839
460,0.0272436895465962
461,0.0379056896077428
462,0.0374296183320916
463,0.0748788257540133
464,0.0237807242539038
465,0.0171853099047643
466,0.0449291648687738
467,0.0304468407377319
468,0.0839189122258652
469,0.0237741826015638
470,0.0502389457489261
471,0.094258359969793
472,0.063399769774466
473,0.0867289405462464
474,0.0940209689354767
475,0.0750764861886352
476,0.0699575060224751
477,0.0967965566604227
478,0.0994400789647679
479,0.0451821682669759
480,0.0070869778184208
481,0.0292794031440518
482,0.015235470568773
483,0.0417486374796011
484,0.0131289328473256
485,0.0604117804020882
486,0.0382808059157854
487,0.089538588428821
488,0.0967794671798502
489,0.0546884901669422
490,0.0274823569867596
491,0.0592230418761836
492,0.0896761158224409
493,0.0406733345835748
494,0.055207827669197
495,0.0271652767606145
496,0.0455444149450027
497,0.0401713535379598
498,0.0248413465082971
499,0.0505866383825308
500,0.0310380825979811
501,0.0373034863880747
502,0.0524970442254264
503,0.0750595022928987
504,0.0333507465791275
505,0.0924158766620763
506,0.0862318546835902
507,0.0048690295975528
508,0.0253642524256822
509,0.0446135512659202
510,0.0104627888742474
511,0.0348475989033497
512,0.0740097525617682
513,0.0680514481142825
514,0.0622384428566004
515,0.0710528402722345
516,0.0204923686959701
517,0.0341698114864732
518,0.0676242482277462
519,0.0879234763031327
520,0.0543678053828095
521,0.0282699650945536
522,0.0030235258005982
523,0.0710336828974213
524,0.000788410350844
525,0.0372679069820995
526,0.0530537214562781
527,0.0922111461767193
528,0.00894945450329
529,0.0405942321968283
530,0.0024313199710157
531,0.034261098434159
532,0.0622231058839794
533,0.0279067948228598
534,0.0209749949655635
535,0.0115703233327093
536,0.0577140244020341
537,0.0695270005904686
538,0.0671957140595822
539,0.0948861020720507
540,0.0002703213893502
541,0.0647196653894036
542,0.0600392237097639
543,0.0588739609970288
544,0.0962770319840242
545,0.0016871673370039
546,0.069648243070145
547,0.0813678649701863
548,0.0509807196621584
549,0.0333964869596809
550,0.0790840163227405
551,0.0097242925632424
552,0.0442035637729925
553,0.0519952374570838
554,0.0693956410934547
555,0.0090885732032409
556,0.022775950153786
557,0.0410301562690125
558,0.062329467302013
559,0.0886960781217417
560,0.0618826168241376
561,0.0133461470934934
562,0.0980580132787282
563,0.0871785734755493
564,0.0502720761145324
565,0.0922347981796633
566,0.0541380793757135
567,0.0923306067889163
568,0.0829897368603343
569,0.0968286410294297
570,0.0919782810778158
571,0.0036033817428569
572,0.0174772004160939
573,0.0389134677101185
574,0.095214269729542
575,0.0300028919475929
576,0.0160467643887601
577,0.0886304666086559
578,0.0446394415483202
579,0.0907875594354326
580,0.0160230466320143
581,0.0661117511508099
582,0.0440263752829491
583,0.0076486769030285
584,0.06964631446525
585,0.0247398755539153
586,0.0039615522579517
587,0.0059944298249573
588,0.0061078537066787
589,0.0907732957485039
590,0.0739883917829101
591,0.0898062357213735
592,0.0672582311296521
593,0.0528939929030883
594,0.0304446364347378
595,0.0997962251328673
596,0.0362189058939389
597,0.0470648949213909
598,0.0378245174923461
599,0.0979526929335458
600,0.0174658385395005
601,0.0327988000908079
602,0.0680348666015001
603,0.006320761833863
604,0.0607249374011541
605,0.0477646502876416
606,0.0283999976762101
607,0.0238413280924058
608,0.0514512743298756
609,0.0367927580537041
610,0.0456519891262655
611,0.0337477381764239
612,0.0970493693595977
613,0.0133439431745604
614,0.0096803953178374
615,0.0343391728790916
616,0.0591026900870491
617,0.0659176471850028
618,0.0397256747168042
619,0.0999277993922171
620,0.0351892996193042
621,0.0721406667959952
622,0.0637582694530792
623,0.081305386324746
624,0.097622566345382
625,0.088979365644554
626,0.0764561974357708
627,0.069824847781829
628,0.0335498169675899
629,0.0147685578206707
630,0.0062636003059809
631,0.0241901704201484
632,0.0432281481181298
633,0.0521996273629982
634,0.0773083554054871
635,0.0958740923056593
636,0.0117320480384811
637,0.0107004140193791
638,0.058969472301355
639,0.0745398073947293
640,0.0848150380346984
641,0.0935832080216788
642,0.0983426242260642
643,0.0399801692224525
644,0.0380335183527573
645,0.0147808676697272
646,0.0684934438683559
647,0.0656761958440837
648,0.0862062595851207
649,0.009725799478764
650,0.0497776907825341
651,0.0581081929672063
652,0.0241557040039918
653,0.0169025406129161
654,0.0859580836419621
655,0.0058534922235558
656,0.0470620903918072
657,0.0115834001300885
658,0.0457058761331367
659,0.0979962326342309
660,0.0423706353455472
661,0.0857124917504567
662,0.0117315564183193
663,0.0271252076761864
664,0.0403792740667334
665,0.039981214000933
666,0.0671383478670153
667,0.0344718127375507
668,0.0713766868410016
669,0.0639186899225392
670,0.0399161145254773
671,0.0431760127654319
672,0.061452769981032
673,0.0070042190144644
674,0.082240673835569
675,0.0653421161113636
676,0.0726342464417835
677,0.053692300108239
678,0.0110477110991744
679,0.0405035613296949
680,0.0405373582848556
681,0.0321042990043216
682,0.0029950324904749
683,0.0737254242596477
684,0.01097844580625
685,0.0606308133045085
686,0.0703217496467215
687,0.0634786322933694
688,0.0959142251977975
689,0.0103298155085138
690,0.0867167159105199
691,0.0029190234848913
692,0.0534916854927084
693,0.0404243617939258
694,0.0524183860393758
695,0.0365099877060009
696,0.0190566914940068
697,0.0019122897448689
698,0.0518149813791174
699,0.0842776862684842
700,0.0373215955744794
701,0.022286381801498
702,0.0080532003471844
703,0.0085310923118703
704,0.0221396446292772
705,0.0100014060921555
706,0.0265039698364482
707,0.0066149462116954
708,0.0065604867209925
709,0.0856276179622781
710,0.0162120260708833
711,0.0559682405823448
712,0.077345554444903
713,0.0456409565339066
714,0.0153368877859345
715,0.0199596142120114
716,0.043298420628118
717,0.0528234089178535
718,0.0349440292048534
719,0.0781479600234661
720,0.0751021648856398
721,0.0927211807373118
722,0.002895254902696
723,0.0895691291210203
724,0.0392568788462151
725,0.0878372495379994
726,0.0690784776156529
727,0.0987348757073968
728,0.0759282451716668
729,0.0364544625996786
730,0.0501063172834752
731,0.0376389155194351
732,0.0364911836021238
733,0.0260904499381059
734,0.0495970295373469
735,0.0681739945069361
736,0.0277340271305243
737,0.052437981107722
738,0.0117380294170557
739,0.0159845286854191
740,0.0046806354712188
741,0.0970731442770632
742,0.0003860351510261
743,0.0178579968057656
744,0.0612866753116992
745,0.0081369598853305
746,0.0881896503096832
747,0.0719620157842288
748,0.0966389971437893
749,0.0507635547240764
750,0.0300403683158487
751,0.0549500572795271
752,0.0930818717297973
753,0.052076143724186
754,0.0267207031862318
755,0.0877398789174119
756,0.0371918748512461
757,0.0001383349998999
758,0.0247685022492315
759,0.0318233509177062
760,0.0858777468231902
761,0.0458503167066445
762,0.04445872878113
763,0.0336102266399887
764,0.0880678123047079
765,0.0945026776940391
766,0.0991890329154629
767,0.0376741266960986
768,0.0966147445627171
769,0.0791879569630901
770,0.0675689147644266
771,0.0244889479420099
772,0.0216457260944209
773,0.0166047824521245
774,0.0922756610225365
775,0.0294076662383166
776,0.0453094245448878
777,0.0493957833987223
778,0.0778171595450254
779,0.0844234961553024
780,0.0139072701148612
781,0.0426904360211073
782,0.0842854887835457
783,0.0818033305755838
784,0.0102413758452416
785,0.0156383348867963
786,0.0304198691599407
787,0.007535906908334
788,0.0424663002840592
789,0.0107617705149581
790,0.0568217593669845
791,0.0246556939811156
792,0.0596433065349622
793,0.0117525642903637
794,0.0975883868418533
795,0.093256120385734
796,0.0391796938564665
797,0.0242178594126085
798,0.0250398212853572
799,0.0483393535202392
800,0.0039992801900716
801,0.0639705106075127
802,0.0408302908339744
803,0.0377406572588887
804,0.0809364971489198
805,0.070903546018329
806,0.0954333815392692
807,0.035193624049569
808,0.0897542764649405
809,0.0769967186250089
810,0.0357424651594713
811,0.0621665436453257
812,0.0288569957651695
813,0.0874399917074842
814,0.0112427317212311
815,0.0212434361294041
816,0.0183033292079921
817,0.0403026002404288
818,0.0745232960032129
819,0.052690744905218
820,0.0487676323538207
821,5.459648969956544e-05
822,0.0425401725355054
823,0.0063553774836158
824,0.0208253252121483
825,0.0932393938960494
826,0.0215398204343238
827,0.0858337638634262
828,0.0802893371561334
829,0.0159146236942242
830,0.0605711957270278
831,0.0115661871905013
832,0.0727888158369511
833,0.0637462277372206
834,0.0811938561691019
835,0.0479384549389188
836,0.0914863087833383
837,0.0049348946788439
838,0.0292888565027014
839,0.0715052597465167
840,0.0418109211748
841,0.0172951354271156
842,0.0107210745428546
843,0.0817339111461621
844,0.0473142978465644
845,0.0882283671919107
846,0.0733289134316726
847,0.0409726205630743
848,0.0373511014155683
849,0.0515638346651251
850,0.0889059953189728
851,0.0737278579714167
852,0.0005152964269023
853,0.0694157851369125
854,0.091950740690582
855,0.0710455759504491
856,0.0177005781567495
857,0.0483518127427458
858,0.0140316017923419
859,0.0358995278339632
860,0.0937117041940517
861,0.0923305307558708
862,0.0282836852176082
863,0.0339631044166199
864,0.0600212868131294
865,0.096319729526038
866,0.014780133406539
867,0.0256916643686669
868,0.0873556827290771
869,0.0491892231708344
870,0.0898961092227031
871,0.0185517897523176
872,0.053266858747136
873,0.0326269632649372
874,0.0316542559892476
875,0.0446876963946199
876,0.0433077449101268
877,0.0357346879677954
878,0.0914970770315618
879,0.0731744185432892
880,0.0727546991331529
881,0.0289913449591955
882,0.057770942431684
883,0.0779179433301834
884,0.0795590368543213
885,0.0344530460754312
886,0.0770872756568648
887,0.0735893896807733
888,0.01415064856219
889,0.0865945468566477
890,0.044132147018041
891,0.0486410448888665
892,0.0448369178897997
893,0.0567846001477507
894,0.0621169247367054
895,0.0498179565762943
896,0.0866788543259095
897,0.0627734756195284
898,0.040142794930552
899,0.0416691756908711
900,0.0810838615128951
901,0.034819194274652
902,0.0211454795782413
903,0.0059383188005789
904,0.0876026847920574
905,0.091854645119035
906,0.0120120182163475
907,0.0334473741496114
908,0.0175372069515243
909,0.0115898468825879
910,0.089986674300003
911,0.0056877259145355
912,0.0980485663469006
913,0.0096450860697384
914,0.0863470649193585
915,0.0566506106989162
916,0.0367917487817873
917,0.0342342376625157
918,0.0757364143237708
919,0.0314573295004287
920,0.0657318916617141
921,0.051732608351608
922,0.048496564515807
923,0.0901162170649161
924,0.0554645058620259
925,0.0826861603048695
926,0.0725573534101489
927,0.0038557246058998
928,0.0773110052505419
929,0.021687025009104
930,0.0903149646851571
931,0.0042924190608832
932,0.0333072034474318
933,0.0099732947234754
934,0.0475589117084843
935,0.0820022435869751
936,0.0298187359663064
937,0.0150934897311041
938,0.0330267035696899
939,0.0813880141920636
940,0.0140383957799346
941,0.0227362449077501
942,0.0068851964493373
943,0.0705710043989607
944,0.0395233243536336
945,0.0310839977143316
946,0.0718626390341152
947,0.0335977542340255
948,0.0727771273214418
949,0.0815199395314313
950,0.0217662843457738
951,0.0973818696845983
952,0.0162357947912666
953,0.0290840906656742
954,0.0179795290833541
955,0.0345505656356334
956,0.0480060887820755
957,0.0522175869002119
958,0.0853606042296272
959,0.0889447908815866
960,0.0220103860780906
961,0.0622894032185752
962,0.0111496057298715
963,0.0458969860182068
964,0.0322333538046618
965,0.0316500745453606
966,0.0482584241712101
967,0.0729827635529267
968,0.0069182658792389
969,0.0879173337687404
970,0.0734813774630561
971,0.017649938888906
972,0.093916090908737
973,0.0506312224023388
974,0.0999808578116965
975,0.0197259474300737
976,0.0534908198383201
977,0.0290248042559928
978,0.0304173557389246
979,0.059106538083399
980,0.0921719066870833
981,0.0805263855579175
982,0.0723941398501325
983,0.0559173782101702
984,0.0922298503667447
985,0.0492361406690884
986,0.0873832178334718
987,0.0833981643876631
988,0.0213835346801586
989,0.077122546296591
990,0.0012171156943258
991,0.0322829537548087
992,0.0229567444691949
993,0.0506862958487313
994,0.0736853161680785
995,0.0097676367447724
996,0.0514922201936768
997,0.0938412021694385
998,0.0228646550982945
999,0.0677141144111424
1000,0.0592880270781157
1001,0.0010063695656093
1002,0.0475826195857222
1003,0.0708770390941048
1004,0.004397543202409
1005,0.087952148302373
1006,0.0520081416635673
1007,0.0030661048325717
1008,0.022441361192084
1009,0.0953675696427313
1010,0.0582319733052055
1011,0.0107472567768804
1012,0.0287544502280561
1013,0.0456703625860484
1014,0.002095006926773
1015,0.0411615513613758
1016,0.0489458635434698
1017,0.0243677875281232
1018,0.0588639000291986
1019,0.0753240119592176
1020,0.0235834224105635
1021,0.0620499900279987
1022,0.0639622242963741
1023,0.0948540301128841
1024,0.0778276167296443
1025,0.0848345269790006
1026,0.0490419908436275
1027,0.0185348586979382
1028,0.0995815292959635
1029,0.0129355761038699
1030,0.0471457319354265
1031,0.0068093099242106
1032,0.0943850857350819
1033,0.0964924940848439
1034,0.0719389062003973
1035,0.0349992843630168
1036,0.0254382401117624
1037,0.0265303324537047
1038,0.0127294025420074
1039,0.0525808953076722
1040,0.0141817275701477
1041,0.0316730666553456
1042,0.0626706475959105
1043,0.0727543609590749
1044,0.0024272704622061
1045,0.0430115984376739
1046,0.0652124594842139
1047,0.0853245976158512
1048,0.0475324782212082
1049,0.0969205871717685
1050,0.0265632547541447
1051,0.0013508706626718
1052,0.0483752864701736
1053,0.0256113795020017
1054,0.0823717672023169
1055,0.0232772672181112
1056,0.0310629218291306
1057,0.0791227431019112
1058,0.071514325202536
1059,0.0558051236657262
1060,0.0704948061922759
1061,0.0418636863570026
1062,0.0005310047614667
1063,0.0011355128512192
1064,0.0511221787573686
1065,0.0083290979718999
1066,0.0051075480169256
1067,0.0965516639137473
1068,0.0859002639658058
1069,0.0152027227209569
1070,6.642185902044906e-05
1071,0.0941667795389756
1072,0.0278325298320114
1073,0.0185897602855497
1074,0.0691508107831535
1075,0.0108903738841326
1076,0.02646495980028
1077,0.0975094680212046
1078,0.063946277447401
1079,0.0520677791482553
1080,0.0397918614834937
1081,0.0774500954884202
1082,0.0140957476523693
1083,0.0967337802036982
1084,0.0861123008065786
1085,0.0617656982569243
1086,0.0042906190402558
1087,0.0700855649447737
1088,0.091328434088548
1089,0.0524577067478626
1090,0.0354224821827262
1091,0.0120277344979469
1092,0.0754901104137568
1093,0.0885021851211806
1094,0.0100251744075848
1095,0.0758984554752342
1096,0.0017060486259097
1097,0.0967054918077219
1098,0.0615058020635096
1099,0.0552439058991633
1100,0.0295949833588927
1101,0.0929291671569783
1102,0.0265905627336791
1103,0.0828146613216695
1104,0.0985108679337132
1105,0.0783396645514805
1106,0.0518989920386431
1107,0.0066074263851671
1108,0.0472413789171073
1109,0.0438255946971703
1110,0.0202796041186995
1111,0.0423587636714304
1112,0.0357757884080338
1113,0.0163684261151648
1114,0.0441374143332486
1115,0.0262799956324489
1116,0.0522062420682264
1117,0.0035160059716194
1118,0.0906231419787284
1119,0.0816364305519856
1120,0.0552581332510504
1121,0.0851808582757243
1122,0.09623950738108
1123,0.011052229405266
1124,0.0630831808409803
1125,0.0997994000935658
1126,0.0987889169333526
1127,0.0603322992290744
1128,0.0128020870450816
1129,0.0583192830990528
1130,0.0002064635574421
1131,0.0198911334666859
1132,0.095612315955996
1133,0.0330440572602843
1134,0.0638390105776948
1135,0.0280859494632242
1136,0.0947821887111589
1137,0.0728558729949486
1138,0.0329651157581412
1139,0.079176142118037
1140,0.0108165524476337
1141,0.0392318940065459
1142,0.0221218127731592
1143,0.0683726447276046
1144,0.010244628177193
1145,0.0397025832282674
1146,0.0276649730209189
1147,0.0506342919323804
1148,0.0349897680503878
1149,0.0706410577667011
1150,0.0024577024306966
1151,0.0633986921305907
1152,0.023057128969382
1153,0.0268709028756849
1154,0.0800255603583523
1155,0.095556839398042
1156,0.0316550210027086
1157,0.0826805270369075
1158,0.0103990837971233
1159,0.0633981653007383
1160,0.0751032299534918
1161,0.0155977928034456
1162,0.042600238766956
1163,0.0892707164248981
1164,0.0103578463448372
1165,0.0018096358201475
1166,0.0590585379047933
1167,0.0435531540530933
1168,0.0798689248883902
1169,0.0923455538204106
1170,0.0299153644543816
1171,0.0388404117169105
1172,0.0486272086329314
1173,0.0588151460435299
1174,0.0983853829681616
1175,0.0697330250830051
1176,0.0389548507345568
1177,0.0263767686450462
1178,0.0944625718422124
1179,0.0135548433108506
1180,0.0720265852504758
1181,0.092539502529244
1182,0.0664665586534438
1183,0.0423054440166121
1184,0.0198990939925484
1185,0.0367475322251927
1186,0.0706871809420122
1187,0.0649534224175296
1188,0.0927976166598358
1189,0.0866860913659375
1190,0.0816150752266368
1191,0.0911450875350762
1192,0.0276337152737049
1193,0.0369523540139649
1194,0.0379893903786017
1195,0.056045058870978
1196,0.0668218229542771
1197,0.0286716683040394
1198,0.00194624673093
1199,0.0399222383657909
1200,0.03085279595544
1201,0.0942184719018048
1202,0.0888265040544043
1203,0.0860310678343419
1204,0.0652999760945243
1205,0.0344289164698938
1206,0.0548849267399304
1207,0.0815225040716372
1208,0.0098610368722811
1209,0.0801074880255304
1210,0.0041179791328121
1211,0.0816421031214355
1212,0.0807563804159873
1213,0.0051007308828755
1214,0.0627160711461858
1215,0.0502453074312897
1216,0.0169819503171714
1217,0.0148378937677375
1218,0.0773259126067023
1219,0.0567692748836844
1220,0.0982999134916532
1221,0.0982247777288344
1222,0.0992666993464266
1223,0.0118615518365765
1224,0.0938256136963962
1225,0.0244569609020562
1226,0.0458212259758612
1227,0.0757406555821725
1228,0.0203620932077231
1229,0.0566311605554329
1230,0.0185816748225995
1231,0.0104736106681293
1232,0.0116558612429598
1233,0.0357639034848218
1234,0.0004654836837183
1235,0.0424853921201689
1236,0.0664197105081149
1237,0.0401688185003988
1238,0.0085794600519835
1239,0.006268886202364
1240,0.0278116512764861
1241,0.01693126905436
1242,0.0965094973217969
1243,0.0151230224974085
1244,0.0805462437404996
1245,0.0586107941741144
1246,0.0569286919984294
1247,0.0512080715923784
1248,0.0971763076113951
1249,0.0363844775091637
1250,0.0787915750953876
1251,0.0555294107466959
1252,0.0395633667625726
1253,0.095546593330578
1254,0.0598315969364687
1255,0.0118916942146013
1256,0.0417539200996856
1257,0.0781581727681607
1258,0.0693747023239213
