,y_data
96,-0.0041308550736697
97,-0.0343597533995475
98,-0.0339847260550723
99,0.0005671002127978
100,0.0509112197478336
101,0.0903472054110863
102,0.1065234310276008
103,0.0944444656258943
104,0.0772037842671559
105,0.0525496840942983
106,0.0242164972778984
107,0.0128532231961307
108,0.0223488778156397
109,0.0388405609207897
110,0.0631587150678465
111,0.0882217792696426
112,0.0999037076090482
113,0.0987426570561134
114,0.0739578975451656
115,0.0418468358417381
116,0.019805212801178
117,0.0188511431358254
118,0.0419462117916949
119,0.0772612496554266
120,0.1098146421262421
121,0.1203060221406965
122,0.100486937902199
123,0.0676806001919318
124,0.0416707922707903
125,0.0223150638979133
126,0.0171874323730706
127,0.0184874303151608
128,0.0186742817925517
129,0.0319775543466755
130,0.0511357821715772
131,0.0663021393689907
132,0.0736386423547403
133,0.0594913810160304
134,0.0290809278368957
135,0.0069898131692649
136,0.0089928919455839
137,0.0327239740119836
138,0.067538414263049
139,0.0983646600422007
140,0.1056103071558186
141,0.0927625483322646
142,0.0658705603121479
143,0.0286861590184087
144,0.010670788121509
145,0.0267454977844673
146,0.063318046359007
147,0.0865273828075104
148,0.0913729775756288
149,0.0899917323001356
150,0.085342666483033
151,0.0671399369141311
152,0.0424209496958799
153,0.022989399665738
154,0.0119586435513524
155,0.0126154650196306
156,0.0293738747228568
157,0.0686361564323549
158,0.1045830957769513
159,0.1111263502072389
160,0.0757971035192485
161,0.0252505514338627
162,-0.0078395669712108
163,-0.0091458533917269
164,0.0289820689165895
165,0.092509641538172
166,0.1494310501355633
167,0.1488893380958892
168,0.0842997710325417
169,0.0090706696517498
170,-0.0455005076995794
171,-0.0606582133742586
172,-0.0348612301781622
173,0.010538141339405
174,0.0530945220514079
175,0.0871711934127347
176,0.1014097168317982
177,0.080390889826816
178,0.0523384779308987
179,0.0387030230423024
180,0.0248180402515706
181,0.0051743736289534
182,0.0020676563080581
183,0.0248352542378177
184,0.0530511456106516
185,0.0817244529135128
186,0.1053449714655089
187,0.1038613544840425
188,0.079148603243075
189,0.0491564953392422
190,0.0220213482177499
191,0.0026139244744358
192,-0.0032492291900971
193,0.0014933087587776
194,0.0305455885471543
195,0.0813330674126812
196,0.1186881181793092
197,0.1135840623622407
198,0.0662413658872462
199,-0.0013380135493535
200,-0.052925990293936
201,-0.060850184663186
202,-0.0183846134618148
203,0.0533048794538421
204,0.1084641307348522
205,0.1139122674253926
206,0.0677079756951311
207,0.0103266959283113
208,-0.0228670482281001
209,-0.0217381143486284
210,0.0208858800288295
211,0.0932440590624345
212,0.1440608809546059
213,0.1415310337960588
214,0.0913103228530905
215,0.0081943671983894
216,-0.0557790694176159
217,-0.0666698699733421
218,-0.0311059614841863
219,0.0377005493925316
220,0.1165002166103351
221,0.1671382680622387
222,0.164622326052385
223,0.1058587014138742
224,0.0248808002460015
225,-0.0404117118624859
226,-0.0578962964940947
227,-0.0118893249145483
228,0.0563666541426409
229,0.1205382528483346
230,0.1603623719781102
231,0.1403273476303494
232,0.0641367098266761
233,-0.0202849374162445
234,-0.078186714628586
235,-0.0914349473459419
236,-0.0477767161575059
237,0.0323434036859141
238,0.1112165472258221
239,0.1489568010529718
240,0.1311261184565313
241,0.083928092404154
242,0.0227157755427981
243,-0.0305443801741216
244,-0.0523950996795345
245,-0.0303409001345217
246,0.0284604649673526
247,0.0920187378186566
248,0.1253706147449964
249,0.1045031807624237
250,0.0503783816218582
251,-0.0043400831523598
252,-0.0246785133062494
253,0.0050883374520832
254,0.0642351866060646
255,0.1268976757776719
256,0.1466633236607247
257,0.1083225155620362
258,0.0468243254952506
259,0.0025368272518193
260,-0.012349981134052
261,-0.0089714312574567
262,0.0057072764060746
263,0.0194687597950449
264,0.044895895670658
265,0.0839080557226625
266,0.1141506583559023
267,0.1123940142910795
268,0.0774245957798325
269,0.0236055325913669
270,-0.025008555501012
271,-0.0267397105774155
272,0.0246691350057566
273,0.0884629906441313
274,0.1361862434595502
275,0.1416572649630222
276,0.1047594446535927
277,0.0631719838580264
278,0.0341933139662878
279,0.0234908023817658
280,0.0364759088965428
281,0.0580619683593593
282,0.0775331331637255
283,0.0928315471812306
284,0.0782528868736646
285,0.0369846728303814
286,-0.0072564878311859
287,-0.0201190367299813
288,0.0090746318403139
289,0.0539852364498195
290,0.0968414606969337
291,0.1143545765872943
292,0.0883104015947138
293,0.0447128116123184
294,0.0061279081449068
295,-0.0170456133304113
296,-0.014888687896577
297,0.0008617073404126
298,0.0367041183081501
299,0.094457211940052
300,0.147361632192944
301,0.1663348044023506
302,0.1386050170297458
303,0.0701657244765521
304,-0.016971432208244
305,-0.0799133723722236
306,-0.088157463076392
307,-0.047404201823041
308,0.0161870548950401
309,0.0858348836485499
310,0.1274886678713329
311,0.1234258658030103
312,0.0813851415672219
313,0.0096563794621908
314,-0.0580128842945038
315,-0.0780352907869635
316,-0.0410358722415055
317,0.026828764986707
318,0.0999166745356811
319,0.1530338142546238
320,0.1628446446585378
321,0.1135264837562592
322,0.0225402906407917
323,-0.0686616789469108
324,-0.1145676530225186
325,-0.0914350143602032
326,-0.0116307745331355
327,0.0935695829490288
328,0.1784171606370268
329,0.1890334365434817
330,0.1170506556040184
331,0.0060769837675433
332,-0.0788572986893883
333,-0.1036463950021104
334,-0.061955726345525
335,0.0379872830826903
336,0.1484639592152825
337,0.2013615858849015
338,0.1604370182674665
339,0.0636391834187159
340,-0.0373306346566744
341,-0.1005472338865336
342,-0.1005628783843305
343,-0.039394034600366
344,0.0467235311901882
345,0.1249095948590071
346,0.1576545550175692
347,0.1243046077609043
348,0.0521700374177963
349,-0.0193683680344766
350,-0.0434272857644695
351,-0.0109824585473801
352,0.0392112245390146
353,0.0789822141894431
354,0.1009519306749071
355,0.0978918667157105
356,0.076761580459813
357,0.0431560585923708
358,0.0013327751728225
359,-0.0267359746275209
360,-0.0110062875604951
361,0.0337830546271068
362,0.0849004897740804
363,0.1255911784628135
364,0.1262151169385299
365,0.0966321244491418
366,0.0537892730970148
367,0.0157255242769273
368,-0.0020327351429702
369,0.0113087199007486
370,0.0540653090818031
371,0.1004270362953656
372,0.1198000548784486
373,0.1055882462830567
374,0.0739115924171316
375,0.0299172000904628
376,-0.01575678001287
377,-0.0300606816010377
378,0.0089492113596587
379,0.0727346834100456
380,0.1223851468452773
381,0.1429488583226265
382,0.122167571801961
383,0.0761417075894146
384,0.032025677195725
385,0.0074774041333529
386,0.0196050163923259
387,0.0604438280510572
388,0.0927206180614396
389,0.0977919647077565
390,0.0800357976899984
391,0.0370028962817469
392,-0.0089638532898573
393,-0.0328549146289377
394,-0.0158251337116365
395,0.0265218355150548
396,0.0765051002096421
397,0.1171889489688061
398,0.1159087638301468
399,0.0684708281752741
400,-0.0026440523572512
401,-0.054908787782826
402,-0.0494477415050484
403,0.0004833398438234
404,0.0703478985987909
405,0.1435303582156848
406,0.1713777093545665
407,0.1292096219294941
408,0.040139708812222
409,-0.0425825170737013
410,-0.0865357261324947
411,-0.0869169037512399
412,-0.0375010599957993
413,0.0365385576635471
414,0.0964396474304604
415,0.1182671151188634
416,0.0936061299054221
417,0.0357713802059199
418,-0.0312850511450739
419,-0.0770931831973594
420,-0.0684596114006343
421,0.0060687665360969
422,0.1165353402862439
423,0.1946669714981384
424,0.1800969670799418
425,0.0929429827911686
426,-0.0073099632060583
427,-0.0648601800468918
428,-0.0662151424336723
429,-0.0185517713214766
430,0.0579858083037795
431,0.1149041550237474
432,0.1342131456585528
433,0.1081442582088025
434,0.0534421710252331
435,0.0042965549475267
436,-0.0227160665758706
437,-0.0161200530746505
438,0.0158286281666078
439,0.0607977137511712
440,0.10008437889966
441,0.1076026640655469
442,0.0909316954607555
443,0.0723363094240112
444,0.0433790965110957
445,0.0030573453436103
446,-0.0230888169800846
447,-0.0113333722880181
448,0.0446957806430954
449,0.120159547443984
450,0.1748868108996105
451,0.1646862352071512
452,0.1019844216491783
453,0.022815379276514
454,-0.0536842960880893
455,-0.0773217539328115
456,-0.0382041451848155
457,0.0361382382329996
458,0.1057314864411294
459,0.1390217245246675
460,0.1389641515373829
461,0.0974775850808836
462,0.027779773967504
463,-0.0332056470646823
464,-0.0503748399220383
465,-0.0220875752870424
466,0.0232932970355901
467,0.0691665262135403
468,0.0972966867726746
469,0.1040917899244419
470,0.0857872995525019
471,0.0457693565121046
472,0.0199257952924999
473,0.0217974282046617
474,0.0472151895067141
475,0.0898472242887178
476,0.1256547841437793
477,0.1315846785203681
478,0.1112896219884436
479,0.0835844482105952
480,0.0512697655820555
481,0.0094607166833047
482,-0.0257321022855862
483,-0.0373367725378377
484,-0.0188143403725544
485,0.0189914896127115
486,0.0623059351763849
487,0.0964015845533769
488,0.1121560188412601
489,0.11560616871229
490,0.0979606090032032
491,0.054231424770681
492,0.0081280033405398
493,-0.0054920760827199
494,0.0130138984055644
495,0.0458412187890938
496,0.074152037287193
497,0.083074495578461
498,0.0724313727336005
499,0.0439500036809943
500,0.0143911174841599
501,-0.0015907850173292
502,-0.0006477598832826
503,0.0204890116844631
504,0.0594793634974553
505,0.0929627727165152
506,0.1094194396362204
507,0.1132101302501285
508,0.0837119911718942
509,0.0244337918395744
510,-0.0263955810176638
511,-0.0500153549962104
512,-0.0395633860323605
513,0.0121603843683912
514,0.0865589525090931
515,0.1448706568485969
516,0.1586260660207069
517,0.1136938765271377
518,0.030058766662489
519,-0.039116186007643
520,-0.0517250840250914
521,-0.0088269362103611
522,0.0534997703899341
523,0.0944659905318942
524,0.1057730678389544
525,0.0828942914657037
526,0.0320248217767207
527,-0.0098363121602042
528,-0.0122777786500106
529,0.0131342922253303
530,0.042128105422883
531,0.0598194806602745
532,0.0576231774239877
533,0.0510835458092542
534,0.0419344824680566
535,0.0254428289111307
536,0.0058843802169767
537,0.0004716167098245
538,0.023468183741103
539,0.0648266154260463
540,0.11005027035863
541,0.1216643792707004
542,0.0896685826946861
543,0.0460345331068922
544,0.0108869511299779
545,0.0076979251217836
546,0.0227985382824363
547,0.0427713161836861
548,0.0757944039021974
549,0.1013574272938929
550,0.0969294177541886
551,0.0730178336685703
552,0.0369502509815481
553,-0.0012912637001975
554,-0.0151143398304859
555,0.005656244138912
556,0.0398261534033529
557,0.0610555189410984
558,0.067556645146121
559,0.0660200694752828
560,0.0682547754721749
561,0.0727293342094759
562,0.0604509366998784
563,0.0465980141886379
564,0.0538042644555996
565,0.0667294732611537
566,0.0802982676637682
567,0.088657096474394
568,0.0883092681514862
569,0.0862462324832394
570,0.0846401934359956
571,0.0861848664738744
572,0.0691047972808817
573,0.0264802234796596
574,-0.0126607222083942
575,-0.0137299796011978
576,0.0189962636173464
577,0.0513147420147306
578,0.081846626867016
579,0.1023526087561248
580,0.1041290057409138
581,0.0808755397432902
582,0.0404422457272054
583,0.0088625581597242
584,-0.0132368274534782
585,-0.0107129728040636
586,0.0172402853639845
587,0.0420214475226855
588,0.0486089962610169
589,0.0356636866866525
590,0.0293351192432034
591,0.0468518688399103
592,0.0785601755407878
593,0.1070484396745317
594,0.1103623711502232
595,0.0803113993063064
596,0.044465808232278
597,0.0209990461731764
598,0.008212296947972
599,0.0114234479893299
600,0.0396313254169928
601,0.073636220200222
602,0.0831438118906058
603,0.0764596095763397
604,0.0517304379248264
605,0.0203274482174572
606,0.0059468920220933
607,0.0067122556219672
608,0.0160300229589285
609,0.0343944982485669
610,0.05574422563302
611,0.0689195910968109
612,0.0675917424320036
613,0.0648948010838181
614,0.0572995647018686
615,0.0294884241330872
616,0.0001405977678597
617,-0.0065691086424923
618,0.0178353837541801
619,0.0560799507852971
620,0.0976286640549809
621,0.1209759011934768
622,0.1095982421910857
623,0.0777908663371712
624,0.0446847251978907
625,0.0334014884897514
626,0.049317482795898
627,0.0786909947264307
628,0.1026110230086175
629,0.1001595150058103
630,0.0621396931061839
631,0.0030378827933956
632,-0.0467941551238675
633,-0.057395963142924
634,-0.0203036181171108
635,0.0522569392658085
636,0.1346995535110059
637,0.1703893278691678
638,0.1240007100265289
639,0.0368775839248879
640,-0.0317051361093512
641,-0.0462882131469907
642,0.0003954656149318
643,0.086438378507719
644,0.1571276435232239
645,0.1632460403620834
646,0.0999291523976793
647,0.0123584797940815
648,-0.0453698257725735
649,-0.0452783614020941
650,-0.0038166868431783
651,0.0499607084836809
652,0.1016182590696344
653,0.1208148969005904
654,0.0909247757993513
655,0.0439536405652144
656,0.0004246917820179
657,-0.0286289552439073
658,-0.0301221037470457
659,-0.0052993187418766
660,0.0522874105796112
661,0.1133929661628966
662,0.1456249172275409
663,0.1266739178774369
664,0.0573002816906528
665,-0.0187216150593345
666,-0.0636079982954703
667,-0.0530542398561853
668,0.003146724321699
669,0.0778569116961834
670,0.1417737504095176
671,0.1559029487253076
672,0.111173047056194
673,0.0401560952157821
674,-0.0293745127795355
675,-0.0612470578972572
676,-0.0307827173896857
677,0.0421222292515727
678,0.1191336915126922
679,0.148927309958838
680,0.1160255177633882
681,0.048420575613136
682,-0.0206836367077101
683,-0.0683332153792958
684,-0.0647595294599173
685,-0.0135020962494454
686,0.0564843714073703
687,0.1252507449307165
688,0.1594268515706747
689,0.148217167648427
690,0.0889316261429506
691,0.0138517715506817
692,-0.0429129027209275
693,-0.0640952759078934
694,-0.0341927791125936
695,0.0297167786157916
696,0.0957762719786832
697,0.1254082115567824
698,0.0984040394047174
699,0.0394818493699544
700,-0.0031368625325994
701,-0.0147344502272162
702,-0.0058442611987316
703,0.0117623943625491
704,0.0266818475480657
705,0.0355907848238815
706,0.0351385018469805
707,0.0271757976873536
708,0.0149244867223772
709,-0.0002428232489357
710,0.0063391759325838
711,0.0321015437547386
712,0.057972803666581
713,0.0856173715357174
714,0.0993758968153957
715,0.0797159324709165
716,0.0327330594162796
717,-0.0117935792898371
718,-0.0268340885548598
719,-0.0095251637775019
720,0.0361017637948841
721,0.0965062687024648
722,0.1452932541405951
723,0.1414713811026199
724,0.0902877301350026
725,0.0290332152546884
726,-0.0129791580774313
727,-0.0117255160381167
728,0.0319725032097186
729,0.09713457882028
730,0.1376671666095301
731,0.1287157240509698
732,0.0784579511758589
733,0.0118371131918264
734,-0.0419200340953917
735,-0.0565554309663141
736,-0.0186487960921771
737,0.0463149727428402
738,0.1039696570278115
739,0.1235471351527971
740,0.089659811293367
741,0.021128958080684
742,-0.0296635388062068
743,-0.0425517716595844
744,-0.0314849402756174
745,0.0105822002908609
746,0.0604613731101688
747,0.1012823097059181
748,0.1277677873739016
749,0.12914817944302
750,0.1014709121106694
751,0.0462261885443256
752,-0.0074031559408391
753,-0.0213209880494098
754,0.0072535253935619
755,0.0481634017801483
756,0.0902762749852057
757,0.1155840352892205
758,0.0932432584065017
759,0.0348560157361674
760,-0.0228660816600994
761,-0.0403934279187744
762,-0.0096152902392039
763,0.0434860198462497
764,0.0908440266637448
765,0.1203248828132846
766,0.1314702742319369
767,0.1219950441197171
768,0.0855885688186751
769,0.0420534630298864
770,0.0214166041029342
771,0.0251224488427182
772,0.0377192990466667
773,0.0428789112806205
774,0.0369943918022477
775,0.0393124407053199
776,0.0507380198250174
777,0.0552581976796178
778,0.0556416214807673
779,0.059242734770042
780,0.0718814218550914
781,0.0726896123731638
782,0.0530625908096667
783,0.0390995075986564
784,0.0453972397520284
785,0.0511842728495765
786,0.0393783837671346
787,0.0209859883818906
788,0.0028105945643713
789,-0.0042503434750217
790,0.0027662565928319
791,0.0232140212523291
792,0.0499869655746568
793,0.071349974082101
794,0.0746552071833247
795,0.0682519176307029
796,0.0736198759233648
797,0.0743973582136413
798,0.0553295652228195
799,0.0235025848542304
800,-0.0004028563792682
801,-0.0110765714247179
802,-0.0009041625273045
803,0.0322081757839989
804,0.0661927572586067
805,0.0943811303280928
806,0.1107651513965932
807,0.111165175651906
808,0.088321665120717
809,0.0541444216907032
810,0.0347269861951027
811,0.0259703658917608
812,0.02800840147057
813,0.0375482690910901
814,0.0556373655475971
815,0.0691898136972251
816,0.0577588584298537
817,0.0298056904727888
818,0.0034136981729793
819,0.0027842393793048
820,0.0291351440598587
821,0.0632627587898027
822,0.0772728901797705
823,0.064756305139838
824,0.0345162029575341
825,-0.0031417064200954
826,-0.0114688641444999
827,0.0111296888776094
828,0.0512957954923936
829,0.1025069789836754
830,0.1238173529702572
831,0.102259029529674
832,0.0504078076914269
833,-0.0020217911619898
834,-0.0198835175324872
835,0.0044595065697095
836,0.0538022054194273
837,0.1066270113422514
838,0.1273310595673846
839,0.0939698447547925
840,0.0416929810701091
841,-0.0008930072926857
842,-0.0272692384740559
843,-0.0335882542558871
844,-0.0038284368980707
845,0.0542500366454214
846,0.1141154789371186
847,0.1519786671667334
848,0.1384760418994948
849,0.0765043349802699
850,0.0030663759400791
851,-0.0357420789273827
852,-0.0200441591713122
853,0.0198559194494171
854,0.0639947264775965
855,0.1120188806925329
856,0.1403204199517558
857,0.1188069821729881
858,0.0572580889576499
859,-0.0125953285179845
860,-0.0611539830451242
861,-0.0501057780129148
862,0.0240261538711316
863,0.109046499748725
864,0.1510405153881309
865,0.1376290415740378
866,0.0935331799356843
867,0.033365985270392
868,-0.02892211626716
869,-0.0490067543676028
870,-0.0156373114648307
871,0.0535080237053873
872,0.1176843478786151
873,0.1381740348540635
874,0.1099993261808181
875,0.0462955619799766
876,-0.0172785179662034
877,-0.0494994127045751
878,-0.0399260283185459
879,0.0152578559805806
880,0.0964615704405494
881,0.1595898469433525
882,0.1623380621577506
883,0.1039567228499157
884,0.0306129805249714
885,-0.0168361598718824
886,-0.0285325243123449
887,-0.0019082975463611
888,0.0572574720672938
889,0.1059064645236365
890,0.124517013950046
891,0.1117871354591296
892,0.0680651429184825
893,0.016895404044106
894,-0.0159295957580327
895,-0.0131470196264674
896,0.0201074655041619
897,0.0725956043800692
898,0.1215406334472554
899,0.1325547103307899
900,0.0977266993193017
901,0.047046464146591
902,0.0040392263378577
903,-0.0255972082331683
904,-0.0359396690104836
905,-0.0086181217987436
906,0.0605961886302945
907,0.1204975040307107
908,0.1297407303547101
909,0.0879336213686877
910,0.0146576329545138
911,-0.0377389321292267
912,-0.0488541513747001
913,-0.0141136004968372
914,0.0483496723475813
915,0.106385060511943
916,0.142419131104653
917,0.1280708783093015
918,0.069387717312279
919,0.0072278225863863
920,-0.0304666480543764
921,-0.0304831804887199
922,0.0091202542165189
923,0.0643081094937798
924,0.1174777825613386
925,0.1438482614660496
926,0.1296211168494986
927,0.0888159462827422
928,0.0264271437303514
929,-0.0256123682419275
930,-0.0410335504510297
931,-0.0121005725946521
932,0.0411276583594605
933,0.0808402652799396
934,0.0905788357009647
935,0.0709173101383601
936,0.0491184947651116
937,0.0313480304327041
938,0.0106712568393681
939,-0.002684639583376
940,0.0115309108799724
941,0.0406999126606137
942,0.0579414777915167
943,0.0545072208880555
944,0.0441204712947537
945,0.0389927028704435
946,0.0324153757984392
947,0.034749395803125
948,0.0447210331153164
949,0.0577075383812181
950,0.0780687808598191
951,0.0842590651820026
952,0.0780817529164407
953,0.061697178114991
954,0.0285822278452207
955,-0.0047390369742777
956,-0.0220954965456026
957,-0.010146865142998
958,0.0277892799911832
959,0.0814221945047292
960,0.1327388612758027
961,0.1416005775444598
962,0.1004052881454575
963,0.0312242123931376
964,-0.0348247794653868
965,-0.0636899327311918
966,-0.0477829487331972
967,0.0063186292359518
968,0.0810255251438518
969,0.1310652389561961
970,0.1365456607354432
971,0.1118347971232994
972,0.0562955310348882
973,0.0037277072792437
974,-0.0151314067730822
975,0.0075024502217695
976,0.0516821305800302
977,0.0860320190172975
978,0.0969244700305404
979,0.0755430597339536
980,0.0410301012899625
981,0.0240011732186438
982,0.0356804907299837
983,0.0645540497362439
984,0.0907187698742575
985,0.1063384851495145
986,0.1026352479846756
987,0.0818574780152496
988,0.0628035971968311
989,0.0396783793632478
990,0.0222834203771191
991,0.0132922291158009
992,0.0064904568506395
993,0.0094837952959047
994,0.0244837322367181
995,0.0552510645976329
996,0.0774643330202736
997,0.0766498258103438
998,0.0732964241113597
999,0.0625500393130432
1000,0.0444397760404254
1001,0.0357414694653895
1002,0.0248818562296376
1003,0.014545964167816
1004,0.0247627424536693
1005,0.0398230307807766
1006,0.0567957928265777
1007,0.0780087761498734
1008,0.0743975539731397
1009,0.042903303350775
1010,0.0205161380491275
1011,0.024441670391683
1012,0.0324190758304151
1013,0.0342334698329979
1014,0.0372106322685023
1015,0.0338663930742305
1016,0.0253254184573661
1017,0.0260766081515208
1018,0.0313740409315934
1019,0.0408927532171
1020,0.0613014466340241
1021,0.0745042891553894
1022,0.0720658258093486
1023,0.0650016874412764
1024,0.064279539133719
1025,0.0727767242612045
1026,0.0837185745479835
1027,0.0852189367521524
1028,0.0625136052125327
1029,0.0393930271936139
1030,0.0248945559254939
1031,0.0136670291936581
1032,0.0089671115304088
1033,0.0232676922894083
1034,0.0686102846315245
1035,0.1169996096752188
1036,0.1307161690155009
1037,0.0946825172195086
1038,0.0286028678275199
1039,-0.037400388013067
1040,-0.067751866291147
1041,-0.0507964765640173
1042,-0.0018874469902763
1043,0.0656965603696133
1044,0.1289045606305524
1045,0.1429908983978101
1046,0.0973693808179561
1047,0.0333981850566129
1048,-0.0080084908026278
1049,-0.013785473838508
1050,0.0191180035238992
1051,0.0685585004555316
1052,0.0897868015242878
1053,0.0795603256605478
1054,0.0500327066416078
1055,0.024000856146002
1056,0.0122598620635448
1057,0.0079120954213373
1058,0.0249064737994584
1059,0.0630874085274353
1060,0.0983817944226805
1061,0.1138296986662521
1062,0.099742779201525
1063,0.0496263997560433
1064,-0.0193155583226623
1065,-0.0634202522265016
1066,-0.0629568555137282
1067,-0.0311308482970987
1068,0.0353452751762361
1069,0.1218979948218461
1070,0.1668560901077372
1071,0.129650257675557
1072,0.0537352630908697
1073,-0.0148381617030201
1074,-0.0620541809082704
1075,-0.0586208619975058
1076,-0.011379022634464
1077,0.0462115790361754
1078,0.1068633013510967
1079,0.1491012729823398
1080,0.1417384140881691
1081,0.0867260110921886
1082,0.0212114316547009
1083,-0.0294222325691546
1084,-0.0388412908455169
1085,0.0102429519772766
1086,0.084279336988411
1087,0.1291086487838819
1088,0.1262669893067189
1089,0.0994224117581958
1090,0.0599189327283448
1091,0.0152898090244115
1092,-0.0228003069469874
1093,-0.0286879020519181
1094,0.0150084070862452
1095,0.0708104427146566
1096,0.1099401459663802
1097,0.1121531679493383
1098,0.0837494597267341
1099,0.0537524754057163
1100,0.0273599892933804
1101,0.0092375203344612
1102,0.0155364542641361
1103,0.0408696490608797
1104,0.070663488731878
1105,0.1065962723714121
1106,0.1295146601128995
1107,0.1180650081650116
1108,0.0645870393931212
1109,-0.0028460368488075
1110,-0.0444498731919456
1111,-0.0492881391530708
1112,-0.0177638091476472
1113,0.0369629879061094
1114,0.0830480203191436
1115,0.1015920642264006
1116,0.0874125910284953
1117,0.0514702044476108
1118,0.0069032233017433
1119,-0.0167468702339552
1120,0.0067823874520575
1121,0.0560683743103762
1122,0.1079759648132271
1123,0.1460809900438545
1124,0.1344685048226306
1125,0.0756830633715683
1126,0.0221449497453989
1127,0.0062417181782117
1128,0.023813636908315
1129,0.0457434450118938
1130,0.0616380221784507
1131,0.0615207687535849
1132,0.0381642332409937
1133,0.0250609668859701
1134,0.0300388443430443
1135,0.0428769602918758
1136,0.0559861066276315
1137,0.0704548470671315
1138,0.0890933410258302
1139,0.0889537350207973
1140,0.0729361751185777
1141,0.0445838559609975
1142,0.0092280113767443
1143,-0.0143719186389027
1144,-0.0098571634313406
1145,0.0160449718745056
1146,0.0442832141045186
1147,0.0657477778927105
1148,0.0734967521146544
1149,0.066299880746753
1150,0.0530721966075114
1151,0.0328859185727117
1152,0.0140867821669879
1153,0.0093298547780573
1154,0.011828227348755
1155,0.0327650321944993
1156,0.0766725896607113
1157,0.1107007108775736
1158,0.1162032961564642
1159,0.0872148137898129
1160,0.0364419825783863
1161,0.0033557977811168
1162,-0.009099545985891
1163,-0.0037233137894963
1164,0.0323397651008661
1165,0.0734765533548135
1166,0.0812238692062342
1167,0.0650315414160493
1168,0.0431752446628217
1169,0.030859505736372
1170,0.0438193247862043
1171,0.0632623434450478
1172,0.0681387963377028
1173,0.0612615250495423
1174,0.0510323015191727
1175,0.0535049748446533
1176,0.0689585964161127
1177,0.0761693077889807
1178,0.0627133340820248
1179,0.0487512793199874
1180,0.0375756303251295
1181,0.0294672054971214
1182,0.045311919426844
1183,0.0749948657884437
1184,0.0926455392858293
1185,0.0802533821065668
1186,0.0446073369928799
1187,0.0151490656250771
1188,0.0109470329948506
1189,0.0372302422121668
1190,0.0849055010419594
1191,0.1276689211076183
1192,0.1450982410964885
1193,0.1173276880551292
1194,0.0502683454941888
1195,-0.0186490452293254
1196,-0.0538575201025317
1197,-0.0353229312949468
1198,0.0189057829872797
1199,0.067882220442582
1200,0.0922523585979268
1201,0.0882553032755266
1202,0.0718658957731169
1203,0.0644421387234411
1204,0.0671147471448462
1205,0.0727177613718104
1206,0.0669671226563362
1207,0.0511278023019908
1208,0.0436620267108729
1209,0.0372259085618665
1210,0.0347146355111173
1211,0.0353688327235399
1212,0.0394151237621497
1213,0.0615891347254855
1214,0.073354603838013
1215,0.0662244243100448
1216,0.0546015866557706
1217,0.0339962107047038
1218,0.0065945766486548
1219,-0.0013527685620491
1220,0.0215231636013531
1221,0.0678197183186832
1222,0.1237265427266468
1223,0.1607988463918882
1224,0.1406039794103937
1225,0.0773121438119674
1226,0.0085970540204798
1227,-0.0438823403893917
1228,-0.0462600384926061
1229,-0.0065762469077207
1230,0.050640163840092
1231,0.0978369033790942
1232,0.1031454314366338
1233,0.0651625537323546
1234,0.0106051520328778
1235,-0.037207878469705
1236,-0.0556332151128671
